"";"orig.ident";"nCount_RNA";"nFeature_RNA";"batches";"dataset";"nCount";"nUMI";"pMito";"pRibo";"pHb";"pChY";"pChX";"pnonXY";"pPCG";"pNCG";"pMito_UMIs";"pRibo_UMIs";"pHb_UMIs";"pChY_UMIs";"pChX_UMIs";"pnonXY_UMIs";"pPCG_UMIs";"pNCG_UMIs";"SEL_nCount";"SEL_nUMI";"SEL_pMito";"SEL_pRibo";"SEL_pHb";"SEL_pChY";"SEL_pChX";"SEL_pnonXY";"SEL_pPCG";"SEL_pNCG";"SEL_pMito_UMIs";"SEL_pRibo_UMIs";"SEL_pHb_UMIs";"SEL_pChY_UMIs";"SEL_pChX_UMIs";"SEL_pnonXY_UMIs";"SEL_pPCG_UMIs";"SEL_pNCG_UMIs";"S.Score";"G2M.Score";"Phase";"metadata_clusters";"clusters";"outlier";"subgroups"
"GSM2877130SIGAF1counts_1022";"GSM2877130SIGAF1counts";6543;2494;"GSM2877130SIGAF1counts";"GSE108097";82,7284715197857;50,2891638427206;0,179697128137597;0,542064585815927;0,0120877369257431;0;0,195283366471236;0,980746861723075;0,994138284787948;0,108116005840384;0,0562432720812797;0,185474928202429;0,0198849995423965;0;0,174490162827838;0,984658917126288;0,994647597602473;0,103325488547744;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00991791234362253;-0,0959952331036432;"S";"22";"11";FALSE;"21_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_7012";"GSM2877130SIGAF1counts";8182;3009;"GSM2877130SIGAF1counts";"GSE108097";92,2875939658197;55,1724568965349;0,161448183720877;0,493232348476037;0;0,0153239834478389;0,183887801374066;0,982827783508943;0,993344057976845;0,115184992434321;0,0601137773613214;0,167104112738397;0;0,0181249858398603;0,171948713436776;0,984939147783122;0,996050017478699;0,0887939338056565;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0795987856795696;-0,0506947552373903;"S";"4";"11";FALSE;"13_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_5594";"GSM2877130SIGAF1counts";7112;2543;"GSM2877130SIGAF1counts";"GSE108097";86,0232526704263;50,7740090991444;0,176298273051897;0,521950603441008;0;0;0,187082869338697;0,982344135219425;0,996073371876872;0,0885315640765362;0,068225883214649;0,181579997736445;0;0;0,171698040823573;0,985149624563369;0,995529183557266;0,0944544582632442;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0139823600931831;0,00523546869099165;"G2M";"20";"11";FALSE;"13_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_4979";"GSM2877130SIGAF1counts";6966;2586;"GSM2877130SIGAF1counts";"GSE108097";85,9185660960424;51,2054684579684;0,199905152259156;0,528899318678227;0,0116389279458199;0;0,193360393227063;0,981127799183713;0,991770526941043;0,128028207404019;0,0647709100264911;0,178987746151269;0,0195291641716127;0;0,177919153041682;0,98404510820436;0,995221228505981;0,0976458208580634;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0470693318118563;-0,0612619130056066;"S";"22";"11";FALSE;"21_GSM2877130SIGAF1counts"
"GSM2877131SIGAG1counts_5349";"GSM2877131SIGAG1counts";9461;3006;"GSM2877131SIGAG1counts";"GSE108097";99,2874614440313;55,208694967369;0,154068382032321;0,543315490722395;0,0100717652103907;0,022521151663851;0,190832709850046;0,981364190593391;0,991698142543447;0,128587690219078;0,0653076707861876;0,167973876234112;0,0181130889000555;0,0181130889000555;0,17278785560513;0,984792502492723;0,995231412438565;0,0975419688930773;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0557211698781852;-0,0419746585342492;"S";"22";"11";FALSE;"13_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_3447";"GSM2877131SIGAG1counts";6770;2566;"GSM2877131SIGAG1counts";"GSE108097";84,0178552451799;51,0294032886923;0,181679685561236;0,523156914960567;0,0119022319372687;0,0119022319372687;0,193754298399966;0,980977883913011;0,996025534308756;0,0874631851396982;0,0587896351252215;0,180671218221669;0,0195965450417405;0,0195965450417405;0,188982236504614;0,981784950846234;0,99441605339535;0,103695169473043;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0194396486556563;0,0290733401885226;"G2M";"16";"11";FALSE;"21_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_10";"GSM2877131SIGAG1counts";9606;3131;"GSM2877131SIGAG1counts";"GSE108097";100,144895027156;56,3205113613149;0,158200570418081;0,543913649425815;0;0,0244594568911273;0,194653843157277;0,980566987162373;0,991387782740073;0,130959017382241;0,0588883998065668;0,163697811586731;0;0,0177555206057109;0,173059407828882;0,984751330463654;0,995259887989366;0,0972509915599564;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,104999393862454;-0,0145762782778224;"S";"4";"11";FALSE;"13_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_2943";"GSM2877131SIGAG1counts";8932;2891;"GSM2877131SIGAG1counts";"GSE108097";96,052069212485;54,1202365109392;0,151228798769552;0,536445414808987;0;0,0147234054817142;0,176373861437806;0,984213128510557;0,995491680144728;0,094848904910006;0,0612825258013242;0,171352142809303;0;0,0184773767534787;0,179144814211463;0,983649186493564;0,995380247344888;0,0960112659828518;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00890584198850665;-0,0265845965941168;"G1";"8";"11";FALSE;"13_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_3772";"GSM2877131SIGAG1counts";16877;4053;"GSM2877131SIGAG1counts";"GSE108097";132,071950087821;64,0624695121879;0,143061744868061;0,511407449637569;0,00757163045851181;0,00757163045851181;0,187464762879752;0,982242145853373;0,993991004058762;0,109199607428117;0,0540738070435875;0,145598181339455;0,0156097635263616;0,0156097635263616;0,177978687643663;0,983910525417474;0,995237195860058;0,0962250448649376;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0292106410489319;-0,00611664461889705;"S";"16";"11";FALSE;"21_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_1166";"GSM2877131SIGAG1counts";11366;3347;"GSM2877131SIGAG1counts";"GSE108097";108,940350651171;58,2752091373339;0,172219594733718;0,536579060314176;0,00917933524192539;0,00917933524192539;0,188567766317846;0,982017279537593;0,993660390011322;0,112423437603322;0,0569131340659679;0,15727359070154;0,0171599555763645;0,0171599555763645;0,171599555763645;0,985017323901634;0,994389443395018;0,105781070445267;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,048649864925684;-0,0540524296452828;"S";"22";"11";FALSE;"13_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_6665";"GSM2877131SIGAG1counts";8266;2825;"GSM2877131SIGAG1counts";"GSE108097";93,2577074562741;53,6376733276155;0,181341950028282;0,567710352440519;0,0107229742964556;0;0,188492686671383;0,98207459343545;0,991628753225947;0,128675691557467;0,0645833683720627;0,169851393879416;0,0186436125573916;0;0,171885614817416;0,985116914593816;0,993023981801243;0,116429323103826;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00878464694332641;-0,0781126425913375;"G1";"13";"11";FALSE;"21_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_4907";"GSM2877131SIGAG1counts";10612;3268;"GSM2877131SIGAG1counts";"GSE108097";105,603030259553;57,5499782797526;0,178919521355137;0,538343279302489;0,0164015256315261;0,0164015256315261;0,193602856376476;0,980942874972762;0,991761255229535;0,128100010248001;0,0601929265428846;0,159255514317652;0,0245736593591495;0,0173762011714229;0,182243135361729;0,983099947739993;0,995157356527704;0,0982946374365981;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0260736766374883;-0,00360571969331985;"S";"22";"11";FALSE;"13_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_4437";"GSM2877131SIGAG1counts";13467;3611;"GSM2877131SIGAG1counts";"GSE108097";118,701305805791;60,5392434706612;0,167221692352358;0,529472064550922;0,00842450715442096;0,00842450715442096;0,186103445824913;0,98249403821667;0,991840379566173;0,127207268429264;0,0547847082357862;0,153183587435973;0,0165182110424724;0,0165182110424724;0,180192408911128;0,983492676370679;0,994116388694062;0,107050242567841;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00521445664378874;0,0993701250422784;"G2M";"16";"11";FALSE;"21_GSM2877131SIGAG1counts"
"GSM2877131SIGAG1counts_1673";"GSM2877131SIGAG1counts";12096;3541;"GSM2877131SIGAG1counts";"GSE108097";112,800709217629;60,0416522091123;0,18319014537315;0,529468008674742;0;0,0125372754496129;0,184898248949615;0,982677696022285;0,992070098729018;0,125685795568936;0,0600508337596477;0,152646555394435;0;0,0166551046349826;0,177827855483479;0,983920658032824;0,99290129517968;0,118941237720621;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,101129418220243;-0,0243618476570973;"S";"4";"11";FALSE;"13_GSM2877131SIGAG1counts"
"GSM2877132SIGAH1counts_5961";"GSM2877132SIGAH1counts";5284;2293;"GSM2877132SIGAH1counts";"GSE108097";74,565407529229;48,2700735445887;0,186312184829193;0,543767830270797;0,0134110445196455;0;0,175884199968505;0,984410863512507;0,992507905482895;0,122180430323178;0,0655121782080418;0,189872331175247;0,020716769761626;0;0,172086414064502;0,985081857560284;0,994189125452186;0,107647493387529;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0242257526771924;-0,0697021375752284;"G1";"13";"11";FALSE;"21_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_3340";"GSM2877132SIGAH1counts";9737;3057;"GSM2877132SIGAH1counts";"GSE108097";101,143462467922;55,7225268630201;0,183641880234202;0,534992531534463;0,0242179739848241;0,0197738929556055;0,189664518350209;0,981649817214043;0,992740019754955;0,120279895148485;0,0595203587681601;0,166424945485559;0,0310834936080105;0,0179460634019389;0,180355705078235;0,983437724746263;0,994024011737052;0,10916164202767;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0466818248375686;-0,0152850068146637;"S";"22";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_132";"GSM2877132SIGAH1counts";6316;2458;"GSM2877132SIGAH1counts";"GSE108097";81,5843122174846;50,0399840127872;0,166265542940294;0,524776738242083;0,0122572584461365;0;0,180144173030723;0,983640217215155;0,988287782169048;0,152601637000999;0,0631950173956948;0,182063079333043;0,0199840191744358;0;0,168388338633824;0,985720735001623;0,992986588135637;0,118227051822955;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0432466982114859;-0,0794647933610712;"S";"22";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_2863";"GSM2877132SIGAH1counts";13411;3696;"GSM2877132SIGAH1counts";"GSE108097";117,953380621329;61,196405123177;0,159059985737291;0,525221012578015;0,00847792572567588;0,00847792572567588;0,185548464257258;0,982598540700709;0,994594749789324;0,103832960525604;0,0541963990152633;0,150655000710183;0,016340829138365;0,016340829138365;0,168239133005669;0,985610760609162;0,994913633194705;0,100731635960661;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0672513628720537;-0,0230595721387296;"S";"22";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_3510";"GSM2877132SIGAH1counts";10144;3254;"GSM2877132SIGAH1counts";"GSE108097";102,990290804522;57,4020905542647;0,17040372094972;0,535089108918214;0,00970965313514867;0,0137315231496657;0,198514327326894;0,980001789344255;0,992666615022002;0,120884206663897;0,0603480044313541;0,161555413852549;0,0174209683017495;0,0174209683017495;0,18681907211421;0,982239860806827;0,995589667503361;0,0938147854047872;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0824778895205247;-0,03353924931202;"S";"22";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_1698";"GSM2877132SIGAH1counts";9193;3009;"GSM2877132SIGAH1counts";"GSE108097";98,0408078302091;55,1724568965349;0,167600380788498;0,538083558509652;0;0,0176666313334393;0,196462684371347;0,980352132545716;0,992218999761296;0,124504845338214;0,054374957519581;0,167104112738397;0;0,0181249858398603;0,178510408196352;0,983771070449765;0,995720144968418;0,0924196564810408;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0824631156027857;-0,0371746895646706;"S";"4";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_5494";"GSM2877132SIGAH1counts";10428;3207;"GSM2877132SIGAH1counts";"GSE108097";104,546640309481;57,0438427878066;0,167047445473857;0,540999718423165;0;0,0213882337192332;0,191062900694923;0,981344746476188;0,990947128892271;0,133569476765889;0,0581416788958745;0,160668547944858;0;0,0175303757799037;0,171761902640035;0,984982504781933;0,994452961834069;0,103711101741627;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00644212763364393;0,0290291512631433;"G2M";"4";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_4334";"GSM2877132SIGAH1counts";12997;3930;"GSM2877132SIGAH1counts";"GSE108097";116,74759098157;63,0951662173894;0,173437897613776;0,480660465150423;0,0401756963067774;0;0,187855800835526;0,982196618856145;0,991785779061212;0,12791000137575;0,0549028051246028;0,146978271893986;0,031698149317955;0;0,172165019009116;0,985068122633958;0,995089677599819;0,0989774395217813;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00237032026303906;0,0787641772402468;"G2M";"11";"11";FALSE;"21_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_2083";"GSM2877132SIGAH1counts";5891;2352;"GSM2877132SIGAH1counts";"GSE108097";78,3772926299448;48,7852436706019;0,164385605759016;0,543111300215059;0;0,0180436643690954;0,190529476357068;0,98151563656176;0,992975490923026;0,118320219853481;0,054232614454664;0,186745681556045;0;0,0204980015422697;0,177517900624182;0,983904074028945;0,995578460287403;0,0939336436627724;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00570761938676755;-0,0787762996777371;"G1";"8";"11";FALSE;"21_GSM2877132SIGAH1counts"
"GSM2877132SIGAH1counts_4966";"GSM2877132SIGAH1counts";4077;1846;"GSM2877132SIGAH1counts";"GSE108097";65,4675492133316;43,2550575077643;0,187699186468739;0,557685035804311;0;0;0,192000544407379;0,981394819095388;0,993210737370849;0,116328978209452;0,0731076975126145;0,210621233771541;0;0;0,180562693148765;0,983563477281901;0,995983381812471;0,0895382775878222;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0308405439971768;-0,0748389278563838;"G1";"8";"11";FALSE;"13_GSM2877132SIGAH1counts"
"GSM2877133SIGAG8counts_5256";"GSM2877133SIGAG8counts";8951;2483;"GSM2877133SIGAG8counts";"GSE108097";96,1041102138717;50,1497756724793;0,141910493387174;0,617434724326934;0;0;0,19242925164961;0,981310849379324;0,994626097615598;0,103532245904193;0,0630566661119432;0,183840193374031;0;0;0,169198790232975;0,985581944530082;0,995616635603013;0,0935281503641378;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0645984186471269;0,0300919445545398;"G2M";"20";"11";FALSE;"21_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_3228";"GSM2877133SIGAG8counts";6412;1970;"GSM2877133SIGAG8counts";"GSE108097";81,8535277187245;44,7548880012005;0,179551680499374;0,648189211366051;0,0122169444356305;0;0,201487009321626;0,979491186828461;0,99461235229776;0,103664211069763;0,0706577046977205;0,202332874520757;0,0223439281084376;0;0,161124356980506;0,986934112080244;0,994242035001415;0,107157714777078;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0253519248318013;-0,0713797048027476;"G1";"13";"11";FALSE;"13_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_68";"GSM2877133SIGAG8counts";23922;4444;"GSM2877133SIGAG8counts";"GSE108097";156,920361967464;67,1267457873536;0,133977488823201;0,605536777432974;0,00637265927418227;0,00901230117393125;0,196831628704534;0,980395883492516;0,994706587683799;0,102756043221085;0,0516053858191108;0,142110151509335;0,0148971916971491;0,0148971916971491;0,17372961630873;0,984680706674382;0,994436364971092;0,1053390526969;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0039607071477438;0,00530380532615986;"G2M";"16";"11";FALSE;"13_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_2519";"GSM2877133SIGAG8counts";9264;2630;"GSM2877133SIGAG8counts";"GSE108097";97,8927985093898;51,6139516022558;0,151860698372951;0,605464007092049;0;0;0,19382085556774;0,981036939134806;0,994873638881403;0,101125875318215;0,0581238193719096;0,177571201301144;0;0;0,165536710135252;0,986203628870629;0,995296747515843;0,0968730322865161;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0212686659498611;-0,0728303316270696;"S";"19";"11";FALSE;"13_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_6607";"GSM2877133SIGAG8counts";7422;2283;"GSM2877133SIGAG8counts";"GSE108097";87,9204185613331;48,1456124688429;0,149600589410189;0,632250953172741;0;0;0,202506927356635;0,979280830187426;0,991229325473763;0,132153033717838;0,0656815335398387;0,192616066552213;0;0;0,182258858853873;0,983250582694607;0,994592801290879;0,103851623099316;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0258536495504341;-0,0652448332049061;"G1";"8";"11";FALSE;"21_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_3636";"GSM2877133SIGAG8counts";7966;2295;"GSM2877133SIGAG8counts";"GSE108097";90,7689374180397;48,22862220715;0,164518666273383;0,626129274729574;0;0;0,200739015753503;0,979644755793811;0,996961033512603;0,0779018463034266;0,0687688065420974;0,191163339016682;0;0;0,165876602604127;0,986146516856655;0,995691492241151;0,0927278398248867;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0295741723089294;-0,0609592942649153;"G1";"19";"11";FALSE;"13_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_951";"GSM2877133SIGAG8counts";12089;3071;"GSM2877133SIGAG8counts";"GSE108097";111,624370099007;55,7673739743947;0,143057644208945;0,603826747977459;0;0;0,190883726678715;0,981612654201873;0,995334219580406;0,0960704663798057;0,0567047977123743;0,163364937773963;0;0;0,171056862360946;0,985261158190674;0,995326700715678;0,0948852751172889;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0476675354350448;-0,0366770872257989;"S";"19";"11";FALSE;"21_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_6412";"GSM2877133SIGAG8counts";11004;2735;"GSM2877133SIGAG8counts";"GSE108097";106,634891100427;52,6972485050216;0,153521097783344;0,642703922285406;0;0,00937779360658054;0,196038508077804;0,980551355278091;0,995637304303211;0,0933078682632642;0,0569289684966024;0,173920871580958;0;0,0189763228322008;0,167594345376235;0,985673391428256;0,994040578984755;0,109010675310507;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,024592166781935;-0,0439098184407772;"S";"19";"11";FALSE;"21_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_4700";"GSM2877133SIGAG8counts";13872;3207;"GSM2877133SIGAG8counts";"GSE108097";119,712154771351;57,0438427878066;0,151285976857289;0,626614167054576;0;0;0,199083799144257;0,979982469699478;0,995418995721286;0,0956086970794268;0,0607270030531362;0,161622078855873;0;0;0,180486265262405;0,983577504852377;0,994607463965326;0,103711101741627;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0402946965573074;-0,0441428251576252;"S";"19";"11";FALSE;"13_GSM2877133SIGAG8counts"
"GSM2877133SIGAG8counts_4288";"GSM2877133SIGAG8counts";24609;4260;"GSM2877133SIGAG8counts";"GSE108097";159,354949719173;65,7419196555744;0,14942593149158;0,617120728242656;0,00627529927223645;0,00887461333874681;0,201397026752669;0,979469488474895;0,995698395575469;0,0926536834045827;0,0504491625393871;0,141878714554663;0,0152109948300727;0,0152109948300727;0,179978917990052;0,983552853036078;0,994082444996518;0,1086282309059;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0269401001679781;-0,021787357421857;"G1";"16";"11";FALSE;"13_GSM2877133SIGAG8counts"
"GSM2877134SIGAH8counts_6118";"GSM2877134SIGAH8counts";15109;3434;"GSM2877134SIGAH8counts";"GSE132042";125,155902777296;59,0677577024894;0,153898936101577;0,606032409115945;0,0112996153676392;0;0,191760831630178;0,981441686221093;0,994109309741134;0,108382103162866;0,0535364432842709;0,157909821125573;0,0239422252914384;0;0,165876602604127;0,986146516856655;0,993530231841042;0,113567946260751;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0432063100373565;-0,0252158169694327;"S";"16";"11";FALSE;"13_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_3301";"GSM2877134SIGAH8counts";11648;3079;"GSM2877134SIGAH8counts";"GSE132042";109,539947051293;55,8480080217728;0,134169669169341;0,604177473265596;0;0,00912908967841426;0,194087108838149;0,980941819836677;0,994358618618991;0,106070436871597;0,053717224772465;0,168922428323293;0;0,0179057415908217;0,177257798214616;0,984001553550699;0,995018048560208;0,0996949499194203;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00960370055466941;-0,0643260656444385;"S";"19";"11";FALSE;"13_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_85";"GSM2877134SIGAH8counts";14033;3291;"GSM2877134SIGAH8counts";"GSE132042";120,581922359863;57,7148161220323;0,161449759241953;0,600893420115728;0,008293117081146;0;0,198688962926973;0,980062598006374;0,995588619240917;0,0938259092040372;0,0574657429964383;0,161611518147558;0,0173265734380163;0;0,168878548000575;0,985636868235568;0,995637436888556;0,0933064535066369;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0363280472332519;-0,0506976302037831;"S";"22";"11";FALSE;"13_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_3000";"GSM2877134SIGAH8counts";10172;2527;"GSM2877134SIGAH8counts";"GSE132042";102,352332655392;50,60632371552;0,141919960879062;0,642161299067936;0;0;0,202834063019599;0,979213124339621;0,995551387857419;0,0937122076046809;0,0592811289131433;0,182181667831078;0;0;0,171129878679341;0,985248478620086;0,995107123986022;0,0968056781422345;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0532088232460691;-0,0805791458753355;"G1";"19";"11";FALSE;"13_GSM2877134SIGAH8counts"
